i,ts_ms,close,action,conviction,urgency,edge_bps,rationale,regime,dominant_tf,agreement,conflict
8774,1702016940000,44843.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8775,1702017000000,44850.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8776,1702017060000,44823.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8777,1702017120000,44838.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8778,1702017180000,44829.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8779,1702017240000,44810.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8780,1702017360000,44810.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8781,1702017420000,44810.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8782,1702017480000,44792.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8783,1702017540000,44786.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8784,1702017600000,44751.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8785,1702017780000,44728.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8786,1702017840000,44728.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8787,1702017900000,44748.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8788,1702017960000,44761.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8789,1702018020000,44748.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8790,1702018080000,44736.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8791,1702018200000,44759.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8792,1702018260000,44761.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8793,1702018320000,44754.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8794,1702018380000,44754.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8795,1702018440000,44754.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8796,1702018500000,44738.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8797,1702018620000,44748.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8798,1702018680000,44748.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8799,1702018740000,44738.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8800,1702018860000,44748.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8801,1702018920000,44748.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8802,1702018980000,44748.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8803,1702019040000,44728.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8804,1702019100000,44735.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8805,1702019160000,44728.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8806,1702019220000,44741.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8807,1702019280000,44748.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8808,1702019340000,44774.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8809,1702019400000,44769.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8810,1702019460000,44760.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8811,1702019520000,44744.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8812,1702019580000,44736.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8813,1702019640000,44721.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8814,1702019700000,44735.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8815,1702019760000,44735.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8816,1702019820000,44730.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8817,1702019880000,44733.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8818,1702019940000,44729.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8819,1702020000000,44718.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8820,1702020060000,44725.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8821,1702020120000,44680.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8822,1702020180000,44545.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8823,1702020240000,44584.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8824,1702020300000,44581.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8825,1702020360000,44577.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8826,1702020420000,44582.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8827,1702020480000,44534.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8828,1702020540000,44513.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8829,1702020600000,44523.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8830,1702020660000,44519.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8831,1702020720000,44535.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8832,1702020780000,44556.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8833,1702020840000,44544.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8834,1702020900000,44582.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8835,1702020960000,44556.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8836,1702021020000,44579.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,trend,,0.0,0.0
8837,1702021080000,44571.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8838,1702021140000,44595.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8839,1702021200000,44594.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8840,1702021320000,44603.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8841,1702021380000,44607.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8842,1702021440000,44640.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8843,1702021500000,44639.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8844,1702021560000,44681.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8845,1702021620000,44681.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8846,1702021680000,44595.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8847,1702021740000,44633.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8848,1702021800000,44612.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8849,1702021860000,44609.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8850,1702021920000,44609.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8851,1702021980000,44611.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8852,1702022040000,44608.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8853,1702022100000,44634.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8854,1702022160000,44610.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8855,1702022220000,44591.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8856,1702022280000,44584.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8857,1702022340000,44569.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8858,1702022400000,44544.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8859,1702022460000,44544.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8860,1702022520000,44531.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8861,1702022580000,44543.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8862,1702022640000,44556.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8863,1702022700000,44569.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8864,1702022760000,44569.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8865,1702022820000,44569.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8866,1702022880000,44536.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8867,1702022940000,44477.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8868,1702023000000,44445.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8869,1702023060000,44505.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8870,1702023120000,44555.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8871,1702023180000,44550.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8872,1702023300000,44556.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8873,1702023360000,44544.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8874,1702023420000,44555.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8875,1702023480000,44541.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8876,1702023540000,44542.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8877,1702023600000,44531.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8878,1702023660000,44550.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8879,1702023840000,44550.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8880,1702023900000,44550.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8881,1702023960000,44578.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8882,1702024020000,44585.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8883,1702024320000,44594.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8884,1702024380000,44594.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8885,1702024440000,44595.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8886,1702024500000,44607.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8887,1702024560000,44595.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8888,1702024620000,44594.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8889,1702024740000,44608.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8890,1702024800000,44620.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8891,1702024860000,44632.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8892,1702024920000,44612.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8893,1702024980000,44614.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8894,1702025100000,44598.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8895,1702025160000,44602.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8896,1702025220000,44605.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8897,1702025280000,44587.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8898,1702025340000,44586.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8899,1702025400000,44628.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8900,1702025460000,44595.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8901,1702025520000,44597.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8902,1702025640000,44600.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8903,1702025700000,44608.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8904,1702025760000,44600.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8905,1702025820000,44606.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8906,1702026060000,44594.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8907,1702026120000,44583.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8908,1702026180000,44582.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8909,1702026240000,44600.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8910,1702026360000,44608.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8911,1702026540000,44574.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8912,1702026600000,44574.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8913,1702026840000,44603.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8914,1702026900000,44579.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8915,1702026960000,44585.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8916,1702027200000,44639.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8917,1702027260000,44640.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8918,1702027440000,44639.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8919,1702027560000,44626.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8920,1702027620000,44646.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8921,1702027680000,44646.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8922,1702027800000,44620.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8923,1702027920000,44676.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8924,1702027980000,44659.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8925,1702028040000,44669.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8926,1702028100000,44680.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8927,1702028160000,44649.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8928,1702028220000,44639.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8929,1702028280000,44620.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8930,1702028340000,44595.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8931,1702028520000,44595.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8932,1702028580000,44595.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8933,1702028640000,44582.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8934,1702028700000,44582.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8935,1702028760000,44597.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8936,1702029000000,44615.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8937,1702029060000,44612.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8938,1702029120000,44576.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8939,1702029180000,44576.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8940,1702029240000,44518.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8941,1702029300000,44518.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8942,1702029360000,44544.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8943,1702029420000,44544.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8944,1702029480000,44500.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8945,1702029540000,44518.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8946,1702029600000,44508.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8947,1702029660000,44502.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8948,1702029720000,44500.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8949,1702029780000,44500.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8950,1702029840000,44509.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8951,1702029960000,44500.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8952,1702030020000,44518.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8953,1702030140000,44518.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8954,1702030260000,44518.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8955,1702030320000,44550.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8956,1702030380000,44532.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8957,1702030500000,44544.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8958,1702030560000,44518.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8959,1702030620000,44531.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8960,1702030680000,44505.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8961,1702030740000,44505.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8962,1702030800000,44488.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8963,1702030860000,44454.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8964,1702030920000,44460.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8965,1702030980000,44480.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8966,1702031040000,44543.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8967,1702031100000,44550.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8968,1702031160000,44556.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8969,1702031220000,44554.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8970,1702031280000,44585.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8971,1702031340000,44582.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8972,1702031400000,44585.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8973,1702031460000,44594.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8974,1702031520000,44582.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8975,1702031580000,44581.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8976,1702031640000,44579.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8977,1702031760000,44560.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8978,1702031820000,44582.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8979,1702031940000,44558.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8980,1702032000000,44556.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8981,1702032060000,44594.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8982,1702032120000,44569.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8983,1702032180000,44618.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8984,1702032240000,44605.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8985,1702032300000,44629.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8986,1702032420000,44629.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8987,1702032480000,44669.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8988,1702032540000,44693.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8989,1702032600000,44660.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8990,1702032660000,44672.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8991,1702032720000,44684.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8992,1702032780000,44690.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8993,1702032960000,44700.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8994,1702033020000,44675.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8995,1702033080000,44684.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8996,1702033140000,44721.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8997,1702033200000,44730.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8998,1702033260000,44795.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
8999,1702033320000,44800.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9000,1702033380000,44794.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9001,1702033440000,44788.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9002,1702033500000,44788.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9003,1702033560000,44801.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9004,1702033620000,44799.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9005,1702033680000,44811.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9006,1702033740000,44802.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9007,1702033800000,44835.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9008,1702033860000,44825.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9009,1702033920000,44837.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9010,1702033980000,44838.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9011,1702034040000,44812.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9012,1702034100000,44788.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9013,1702034160000,44812.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9014,1702034220000,44848.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9015,1702034280000,44863.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9016,1702034340000,44863.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9017,1702034400000,44838.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9018,1702034460000,44863.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9019,1702034520000,44899.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9020,1702034580000,44863.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9021,1702034640000,44876.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9022,1702034700000,44864.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9023,1702034760000,44875.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9024,1702034820000,44851.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9025,1702034940000,44872.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9026,1702035000000,44876.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9027,1702035060000,44847.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9028,1702035120000,44863.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9029,1702035180000,44889.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9030,1702035240000,44900.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9031,1702035300000,44900.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9032,1702035360000,44921.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9033,1702035420000,44964.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9034,1702035480000,44947.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
9035,1702035540000,44985.0,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
9036,1702035600000,45017.5,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
9037,1702035660000,45004.6,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
9038,1702035720000,45021.5,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
9039,1702035780000,45028.3,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
9040,1702035840000,45025.7,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
9041,1702035900000,45011.7,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
